X-axis,3,6,9,12,15
Social Welfare
Only DIBR,58.99402544133687,58.99402544133687,58.99402544133687,58.99402544133687,58.99402544133687
Only D2D,18.184023877917838,18.184023877917838,19.123426208836317,19.123426208836317,19.123426208836317
SE,49.2620967924582,50.67833664884249,51.246702053447414,52.20438123299165,52.73187616108809
TCATB-P,76.01719499736335,76.58542237496731,77.73637639702139,78.72255171600426,78.78116582328948
TCATB,76.01719499736336,76.58542237496732,78.29268565916033,79.70844384641578,79.88998326500482
Sum Rate
Only DIBR,33.421422611127454,33.421422611127454,33.421422611127454,33.421422611127454,33.421422611127454
Only D2D,9.182416659808577,9.182416659808577,9.117658292660858,9.117658292660858,9.117658292660858
SE,27.223072322856616,27.252636093028393,27.360964145006278,27.092247735823825,26.814127221308944
TCATB-P,27.6310945553082,27.686670024049967,28.007574489891617,27.753491811935344,27.725413976402308
TCATB,27.603378182784603,27.65895365152637,27.996265192621866,27.758186485768828,27.513810064617605
Average view satisfaction
Only DIBR,4.803945338311038,4.803945338311038,4.803945338311038,4.803945338311038,4.803945338311038
Only D2D,5.484865024385451,5.484865024385451,5.52062163180824,5.52062163180824,5.52062163180824
SE,4.884294868325141,4.968363576805911,4.875141458070772,4.728444418267325,4.738905048538287
TCATB-P,7.536108158923588,7.520792788794917,7.4797882251472725,7.344985229653839,7.350313784861586
TCATB,7.536108158923589,7.520792788794918,7.471471212981564,7.31044287053952,7.2611003462838655
