X-axis,2,3,4,5,6
Social Welfare
Only DIBR,60.44232067979376,58.16713365422244,57.886395034134885,57.19818197988802,52.70466155739224
Only D2D,53.77714660951625,21.548889337765836,45.69795806939108,7.838180947763638,5.3498768171238735
SE,55.65186645699864,54.99221316210473,54.36107796952522,50.25988325459107,47.89192913016216
TCATB-P,82.70205924108907,79.63361387500751,81.82945234996347,77.05265419579196,79.33821088355656
TCATB,84.05594065734233,80.65555266891468,84.12453437008828,78.93931708100342,79.58687272822458
Sum Rate
Only DIBR,31.983268285882467,32.79360024298977,34.69863445302782,38.50457417243726,34.246290890034444
Only D2D,28.126178128257937,12.009084862364181,19.670722999784953,3.6728276686790124,2.6459538411876338
SE,27.320437511033163,27.21133150209969,28.872293718671813,28.412202225354974,28.931792388914168
TCATB-P,29.208400093521487,27.643275423200397,28.772075203620563,29.075630050693196,29.050674914792893
TCATB,28.919572327444534,27.114526397411776,28.330225610094118,28.807410133901517,29.014833578974212
Average view satisfaction
Only DIBR,60.44232067979376,58.16713365422244,57.886395034134885,57.19818197988802,52.70466155739224
Only D2D,53.77714660951625,21.548889337765836,45.69795806939108,7.838180947763638,5.3498768171238735
SE,55.65186645699864,54.99221316210473,54.36107796952522,50.25988325459107,47.89192913016216
TCATB-P,82.70205924108907,79.63361387500751,81.82945234996347,77.05265419579196,79.33821088355656
TCATB,84.05594065734233,80.65555266891468,84.12453437008828,78.93931708100342,79.58687272822458
